"name","global_sales_m","na_sales_m","eu_sales_m","jp_sales_m","other_sales_m","meta_critic_score","meta_user_score","platform","plf_con","plf_pc","publisher","developer","num_g_pub","game_genre","gen_action","gen_adventure","gen_racing","gen_roleplaying","gen_simulation","gen_sports","gen_strategy","gen_mmo","gen_misc","franchise","originalcost_$","meta_release_date","singleplayer","multiplayer","coop","controller","meta_esrb","esrb_everyone","esrb_teens","esrb_adults","esrb_pending","indie","soundtrack","presence","languages","num_languages","platform_release_date","platform_release_year","release_diff_days"
"Fallout: New Vegas",3.17,1.54,1.04,0.1,0.49,82,79,"PlayStation 3",1,0,"Bethesda Softworks  ","Obsidian Entertainment  ",82,"Role-Playing",0,0,0,1,0,0,0,0,0,1,9.99,2010-10-19,1,0,0,1,"M",0,0,1,0,0,0,1002083,"English, French, German, Italian",4,2006-11-11,2006,1438
"Fallout: New Vegas",4.08,2.67,1.03,0.04,0.34,84,83,"Xbox 360",1,0,"Bethesda Softworks  ","Obsidian Entertainment  ",82,"Role-Playing",0,0,0,1,0,0,0,0,0,1,9.99,2010-10-19,1,0,0,1,"M",0,0,1,0,0,0,1002083,"English, French, German, Italian",4,2005-11-22,2005,1792
"Portal 2",1.71,0.83,0.62,0.02,0.24,95,85,"PlayStation 3",1,0,"Valve  ","Valve Software  ",17,"Shooter",1,0,0,0,0,0,0,0,0,0,9.99,2011-04-19,0,0,1,1,"E10+",1,0,0,0,0,0,1006285,"English, French, German, Czech, Danish, Dutch, Finnish, Hungarian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese, Romanian, Russian, Swedish, Thai, Turkish",19,2006-11-11,2006,1620
"Killing Floor 2",0.27,0.19,0.03,NA,0.05,75,73,"PlayStation 4",1,0,"Tripwire Interactive  ","Tripwire Interactive  ",7,"Shooter",1,0,0,0,0,0,0,0,0,1,29.99,2016-11-16,1,1,1,1,"M",0,0,1,0,1,0,1001308,"English, French, Italian, German, Polish, Russian, Japanese, Korean",8,2013-11-15,2013,1097
"XCOM 2",0.31,0.12,0.16,NA,0.02,88,72,"PC",0,1,"2K Games  ","Firaxis Games  ",97,"Strategy",0,0,0,0,0,0,1,0,0,1,59.99,2016-02-05,1,1,1,0,"T",0,1,0,0,0,0,1001550,"English, French, Italian, German, Japanese, Korean, Polish, Russian",8,1962-01-01,1962,19758
"XCOM 2",0.31,0.16,0.1,NA,0.05,87,73,"PlayStation 4",1,0,"2K Games  ","Firaxis Games  ",97,"Strategy",0,0,0,0,0,0,1,0,0,1,59.99,2016-09-27,1,1,1,0,"T",0,1,0,0,0,0,1001550,"English, French, Italian, German, Japanese, Korean, Polish, Russian",8,2013-11-15,2013,1047
"Darkest Dungeon",0.04,0.02,NA,0.01,0.01,83,76,"PlayStation 4",1,0,"Red Hook Studios  ","Red Hook Studios  ",1,"Role-Playing",0,0,0,1,0,0,0,0,0,0,24.99,2016-09-27,1,0,0,1,"T",0,1,0,0,1,0,420326,"English, French, German, Czech, Polish, Russian, Italian, Korean, Japanese",9,2013-11-15,2013,1047
"Crusader Kings II",0,NA,0,NA,0,82,88,"PC",0,1,"Paradox Interactive   ","Paradox Interactive  ",124,"Strategy",0,0,0,0,0,0,1,0,0,1,0,2012-02-14,1,1,0,0,"T",0,1,0,0,0,0,904072,"English, French, German",3,1962-01-01,1962,18306
"Call of Duty: Black Ops II",13.8,4.99,5.88,0.65,2.28,83,54,"PlayStation 3",1,0,"Activision  ","Treyarch  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,59.99,2012-11-13,1,1,1,1,"M",0,0,1,0,0,0,1001917,"English, French, German, Italian",4,2006-11-11,2006,2194
"Call of Duty: Black Ops II",13.86,8.27,4.32,0.07,1.2,83,50,"Xbox 360",1,0,"Activision  ","Treyarch  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,59.99,2012-11-13,1,1,1,1,"M",0,0,1,0,0,0,1001917,"English, French, German, Italian",4,2005-11-22,2005,2548
"Battlefield 4",3.64,1.31,1.5,0.27,0.55,80,59,"PlayStation 3",1,0,"Electronic Arts  ","EA DICE  ",761,"Shooter",1,0,0,0,0,0,0,0,0,1,39.99,2013-10-29,1,1,0,1,"M",0,0,1,0,0,0,1001607,"English, French, Italian, German, Czech, Korean, Polish, Russian, Japanese",9,2006-11-11,2006,2544
"Battlefield 4",2.09,1.26,0.65,NA,0.19,81,67,"Xbox One",1,0,"Electronic Arts  ","EA DICE  ",761,"Shooter",1,0,0,0,0,0,0,0,0,1,39.99,2013-11-19,1,1,0,1,"M",0,0,1,0,0,0,1001607,"English, French, Italian, German, Czech, Korean, Polish, Russian, Japanese",9,2013-11-22,2013,0
"Battlefield 4",3.94,1.4,1.74,0.19,0.62,85,70,"PlayStation 4",1,0,"Electronic Arts  ","EA DICE  ",761,"Shooter",1,0,0,0,0,0,0,0,0,1,39.99,2013-11-12,1,1,0,1,"M",0,0,1,0,0,0,1001607,"English, French, Italian, German, Czech, Korean, Polish, Russian, Japanese",9,2013-11-15,2013,0
"Dragon's Dogma: Dark Arisen",0.21,0.07,0.07,0.03,0.03,78,82,"PlayStation 4",1,0,"Capcom  ","Capcom  ",549,"Role-Playing",0,0,0,1,0,0,0,0,0,0,29.99,2017-10-03,1,1,0,1,"M",0,0,1,0,0,0,348813,"English, French, Italian, German, Japanese",5,2013-11-15,2013,1418
"Dragon's Dogma: Dark Arisen",0.04,0.04,NA,NA,0,80,83,"Xbox One",1,0,"Capcom  ","Capcom  ",549,"Role-Playing",0,0,0,1,0,0,0,0,0,0,29.99,2017-10-03,1,1,0,1,"M",0,0,1,0,0,0,348813,"English, French, Italian, German, Japanese",5,2013-11-22,2013,1411
"Tomb Raider: Definitive Edition",0.66,0.38,0.22,NA,0.06,86,77,"Xbox One",1,0,"Square Enix  ","Crystal Dynamics  ",318,"Action-Adventure",1,0,0,0,0,0,0,0,0,1,NA,2014-01-28,1,0,0,1,"M",0,0,1,0,0,0,743,"English, French, Italian, German, Korean, Polish, Russian, Arabic",8,2013-11-22,2013,67
"Tomb Raider: Definitive Edition",1.51,0.47,0.74,0.06,0.23,85,81,"PlayStation 4",1,0,"Square Enix  ","Crystal Dynamics  ",318,"Action-Adventure",1,0,0,0,0,0,0,0,0,1,NA,2014-01-28,1,0,0,1,"M",0,0,1,0,0,0,743,"English, French, Italian, German, Korean, Polish, Russian, Arabic",8,2013-11-15,2013,74
"Call of Duty: Black Ops",1.62,0.58,0.82,NA,0.23,81,54,"PC",0,1,"Activision  ","Treyarch  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,39.99,2010-11-09,1,1,1,1,"M",0,0,1,0,0,0,1001857,"English, German, Italian, French",4,1962-01-01,1962,17844
"Call of Duty: Black Ops",14.74,9.76,3.73,0.11,1.14,87,64,"Xbox 360",1,0,"Activision  ","Treyarch  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,39.99,2010-11-09,1,1,1,1,"M",0,0,1,0,0,0,1001857,"English, German, Italian, French",4,2005-11-22,2005,1813
"Call of Duty: Black Ops",12.67,6.01,4.4,0.48,1.78,88,65,"PlayStation 3",1,0,"Activision  ","Treyarch  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,39.99,2010-11-09,1,1,1,1,"M",0,0,1,0,0,0,1001857,"English, German, Italian, French",4,2006-11-11,2006,1459
"Call of Duty: Black Ops",0.59,0.5,0.04,NA,0.04,74,64,"Nintendo DS",1,0,"Activision  ","n-Space  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,39.99,2010-11-09,1,1,1,1,"T",0,1,0,0,0,0,1001857,"English, German, Italian, French",4,2004-11-21,2004,2179
"Battlefield V",1.55,1.05,0.35,NA,0.15,78,26,"Xbox One",1,0,"Electronic Arts  ","EA DICE  ",761,"Shooter",1,0,0,0,0,0,0,0,0,1,49.99,2018-11-15,1,1,0,1,"M",0,0,1,0,0,0,1001284,"English, French, Italian, German, Arabic, Japanese, Korean, Polish, Russian",9,2013-11-22,2013,1819
"Battlefield V",0.1,NA,0.09,NA,0.01,81,28,"PC",0,1,"Electronic Arts  ","EA DICE  ",761,"Shooter",1,0,0,0,0,0,0,0,0,1,49.99,2018-11-15,1,1,0,1,"M",0,0,1,0,0,0,1001284,"English, French, Italian, German, Arabic, Japanese, Korean, Polish, Russian",9,1962-01-01,1962,20772
"The Sims 3",7.96,1.01,6.46,NA,0.5,86,77,"PC",0,1,"Electronic Arts  ","EA Redwood Shores  ",761,"Simulation",0,0,0,0,1,0,0,0,0,1,19.99,2009-06-02,1,1,0,0,"T",0,1,0,0,0,0,1001035,"English, Czech, Danish, Dutch, Finnish, French, German, Hungarian, Italian, Korean, Norwegian, Polish, Portuguese, Russian, Swedish",15,1962-01-01,1962,17319
"The Sims 3",0.77,0.3,0.38,0.03,0.07,52,31,"Nintendo 3DS",1,0,"Electronic Arts  ","The Sims Studio  ",761,"Simulation",0,0,0,0,1,0,0,0,0,1,19.99,2011-03-22,1,1,0,0,"T",0,1,0,0,0,0,1001035,"English, Czech, Danish, Dutch, Finnish, French, German, Hungarian, Italian, Korean, Norwegian, Polish, Portuguese, Russian, Swedish",15,2011-02-26,2011,24
"The Sims 3",2.31,1.28,0.82,0,0.2,76,73,"Xbox 360",1,0,"Electronic Arts  ","The Sims Studio  ",761,"Simulation",0,0,0,0,1,0,0,0,0,1,19.99,2010-10-26,1,1,0,0,"T",0,1,0,0,0,0,1001035,"English, Czech, Danish, Dutch, Finnish, French, German, Hungarian, Italian, Korean, Norwegian, Polish, Portuguese, Russian, Swedish",15,2005-11-22,2005,1799
"The Sims 3",2.03,0.73,0.96,0.02,0.31,78,65,"PlayStation 3",1,0,"Electronic Arts  ","The Sims Studio  ",761,"Simulation",0,0,0,0,1,0,0,0,0,1,19.99,2010-10-26,1,1,0,0,"T",0,1,0,0,0,0,1001035,"English, Czech, Danish, Dutch, Finnish, French, German, Hungarian, Italian, Korean, Norwegian, Polish, Portuguese, Russian, Swedish",15,2006-11-11,2006,1445
"BioShock Infinite",1.82,0.74,0.74,0.04,0.3,94,85,"PlayStation 3",1,0,"2K Games  ","Irrational Games  ",97,"Shooter",1,0,0,0,0,0,0,0,0,1,29.99,2013-03-26,1,0,0,1,"M",0,0,1,0,0,0,1003358,"English, French, German, Italian, Polish, Russian, Japanese, Korean",8,2006-11-11,2006,2327
"BioShock Infinite",1.97,1.22,0.55,0.02,0.18,93,85,"Xbox 360",1,0,"2K Games  ","Irrational Games  ",97,"Shooter",1,0,0,0,0,0,0,0,0,1,29.99,2013-03-26,1,0,0,1,"M",0,0,1,0,0,0,1003358,"English, French, German, Italian, Polish, Russian, Japanese, Korean",8,2005-11-22,2005,2681
"Dragon Age: Inquisition",0.99,0.63,0.27,0,0.09,85,70,"Xbox One",1,0,"Electronic Arts  ","BioWare Edmonton  ",761,"Role-Playing",0,0,0,1,0,0,0,0,0,1,39.99,2014-11-18,1,0,0,1,"M",0,0,1,0,0,0,1008498,"English, French, Italian, German, Japanese, Polish, Russian",7,2013-11-22,2013,361
"Dragon Age: Inquisition",2.34,1.07,0.8,0.08,0.38,89,74,"PlayStation 4",1,0,"Electronic Arts  ","BioWare Edmonton  ",761,"Role-Playing",0,0,0,1,0,0,0,0,0,1,39.99,2014-11-18,1,0,0,1,"M",0,0,1,0,0,0,1008498,"English, French, Italian, German, Japanese, Polish, Russian",7,2013-11-15,2013,368
"Dragon Age: Inquisition",0.78,0.38,0.33,NA,0.07,85,59,"PC",0,1,"Electronic Arts  ","BioWare Edmonton  ",761,"Role-Playing",0,0,0,1,0,0,0,0,0,1,39.99,2014-11-18,1,0,0,1,"M",0,0,1,0,0,0,1008498,"English, French, Italian, German, Japanese, Polish, Russian",7,1962-01-01,1962,19314
"Borderlands 2",0.94,0.43,0.42,NA,0.09,89,82,"PC",0,1,"2K Games  ","Gearbox Software  ",97,"Shooter",1,0,0,0,0,0,0,0,0,1,19.99,2012-09-17,1,1,1,1,"M",0,0,1,0,0,0,1002774,"English, French, German, Italian, Japanese, Korean",6,1962-01-01,1962,18522
"Borderlands 2",2.27,1.06,0.75,0.1,0.36,91,82,"PlayStation 3",1,0,"2K Games  ","Gearbox Software  ",97,"Shooter",1,0,0,0,0,0,0,0,0,1,19.99,2012-09-18,1,1,1,1,"M",0,0,1,0,0,0,1002774,"English, French, German, Italian, Japanese, Korean",6,2006-11-11,2006,2138
"Borderlands 2",3.06,1.89,0.88,0.04,0.26,89,83,"Xbox 360",1,0,"2K Games  ","Gearbox Software  ",97,"Shooter",1,0,0,0,0,0,0,0,0,1,19.99,2012-09-18,1,1,1,1,"M",0,0,1,0,0,0,1002774,"English, French, German, Italian, Japanese, Korean",6,2005-11-22,2005,2492
"Dead Cells",0.05,0.04,NA,NA,0.01,87,75,"PlayStation 4",1,0,"Merge Games  ","Motion Twin  ",10,"Action",1,0,0,0,0,0,0,0,0,1,24.99,2018-08-07,1,0,0,1,"T",0,1,0,0,1,0,349544,"English, French, Italian, German, Japanese, Portuguese, Russian, Turkish, Korean",9,2013-11-15,2013,1726
"Dead Space 3",1.02,0.45,0.4,NA,0.17,76,64,"PlayStation 3",1,0,"Electronic Arts  ","Visceral Games  ",761,"Shooter",1,0,0,0,0,0,0,0,0,1,19.99,2013-02-05,1,1,1,0,"M",0,0,1,0,0,0,1001011,"English, French, Italian, German, Russian",5,2006-11-11,2006,2278
"Dead Space 3",1,0.64,0.27,NA,0.09,78,64,"Xbox 360",1,0,"Electronic Arts  ","Visceral Games  ",761,"Shooter",1,0,0,0,0,0,0,0,0,1,19.99,2013-02-05,1,1,1,0,"M",0,0,1,0,0,0,1001011,"English, French, Italian, German, Russian",5,2005-11-22,2005,2632
"Assetto Corsa",0.08,NA,0.06,0.01,0.01,73,61,"PlayStation 4",1,0,"505 Games  ","Kunos Simulazioni  ",146,"Racing",0,0,1,0,0,0,0,0,0,0,19.99,2016-08-30,1,1,0,1,"E",1,0,0,0,1,0,1000505,"English, Italian",2,2013-11-15,2013,1019
"Kingdom Come: Deliverance",0.22,0.14,0.06,NA,0.02,68,76,"Xbox One",1,0,"Deep Silver  ","Warhorse Studios  ",75,"Role-Playing",0,0,0,1,0,0,0,0,0,1,29.99,2018-02-13,1,0,0,1,"M",0,0,1,0,1,0,472927,"English, French, German, Czech, Polish, Russian, Italian, Turkish, Korean",9,2013-11-22,2013,1544
"Kingdom Come: Deliverance",0.56,0.18,0.28,NA,0.09,69,72,"PlayStation 4",1,0,"Deep Silver  ","Warhorse Studios  ",75,"Role-Playing",0,0,0,1,0,0,0,0,0,1,29.99,2018-02-13,1,0,0,1,"M",0,0,1,0,1,0,472927,"English, French, German, Czech, Polish, Russian, Italian, Turkish, Korean",9,2013-11-15,2013,1551
"Mass Effect 3",3.04,1.94,0.84,0.03,0.24,93,59,"Xbox 360",1,0,"Electronic Arts  ","BioWare  ",761,"Role-Playing",0,0,0,1,0,0,0,0,0,1,29.99,2012-03-06,1,1,1,0,"M",0,0,1,0,0,0,1008653,"English, French, Italian, German, Polish, Russian",6,2005-11-22,2005,2296
"Mass Effect 3",1.46,0.65,0.58,0.03,0.2,93,57,"PlayStation 3",1,0,"Electronic Arts  ","BioWare  ",761,"Role-Playing",0,0,0,1,0,0,0,0,0,1,29.99,2012-03-05,1,1,1,0,"M",0,0,1,0,0,0,1008653,"English, French, Italian, German, Polish, Russian",6,2006-11-11,2006,1941
"Mass Effect 3",0.96,0.4,0.45,NA,0.11,89,58,"PC",0,1,"Electronic Arts  ","BioWare  ",761,"Role-Playing",0,0,0,1,0,0,0,0,0,1,29.99,2012-03-06,1,1,1,0,"M",0,0,1,0,0,0,1008653,"English, French, Italian, German, Polish, Russian",6,1962-01-01,1962,18327
"A Way Out",0.24,0.17,0.05,NA,0.02,79,75,"Xbox One",1,0,"Electronic Arts  ","Hazelight  ",761,"Action",1,0,0,0,0,0,0,0,0,1,29.99,2018-03-23,0,1,1,1,"M",0,0,1,0,1,0,1001591,"English, French, Italian, German, Polish, Russian",6,2013-11-22,2013,1582
"A Way Out",0.48,0.23,0.16,NA,0.08,78,80,"PlayStation 4",1,0,"Electronic Arts  ","Hazelight  ",761,"Action",1,0,0,0,0,0,0,0,0,1,29.99,2018-03-23,0,1,1,1,"M",0,0,1,0,1,0,1001591,"English, French, Italian, German, Polish, Russian",6,2013-11-15,2013,1589
"Surviving Mars",0.04,0.03,NA,NA,0.01,73,59,"PlayStation 4",1,0,"Maximum Games  ","Haemimont Games  ",21,"Simulation",0,0,0,0,1,0,0,0,0,1,29.99,2018-03-15,1,0,0,1,"E10+",1,0,0,0,0,0,233271,"English, French, German, Polish, Russian",5,2013-11-15,2013,1581
"Surviving Mars",0.05,0.04,NA,NA,0.01,76,65,"Xbox One",1,0,"Maximum Games  ","Haemimont Games  ",21,"Simulation",0,0,0,0,1,0,0,0,0,1,29.99,2018-03-15,1,0,0,1,"E10+",1,0,0,0,0,0,233271,"English, French, German, Polish, Russian",5,2013-11-22,2013,1574
"Assassin's Creed Origins",2.47,1.34,0.92,NA,0.22,85,75,"Xbox One",1,0,"Ubisoft  ","Ubisoft Montreal  ",802,"Action",1,0,0,0,0,0,0,0,0,1,59.99,2017-10-27,1,1,0,1,"M",0,0,1,0,0,0,1001582,"English, French, Italian, German, Arabic, Czech, Dutch, Japanese, Korean, Polish, Russian",11,2013-11-22,2013,1435
"Assassin's Creed Origins",4.06,1.22,2.11,0.11,0.63,81,72,"PlayStation 4",1,0,"Ubisoft  ","Ubisoft Montreal  ",802,"Action",1,0,0,0,0,0,0,0,0,1,59.99,2017-10-27,1,1,0,1,"M",0,0,1,0,0,0,1001582,"English, French, Italian, German, Arabic, Czech, Dutch, Japanese, Korean, Polish, Russian",11,2013-11-15,2013,1442
"Slime Rancher",0.1,0.08,NA,NA,0.02,69,67,"PlayStation 4",1,0,"Skybound Games  ","Monomi Park  ",1,"Simulation",0,0,0,0,1,0,0,0,0,0,19.99,2018-08-21,1,0,0,1,"E10+",1,0,0,0,1,0,471566,"English, French, German, Russian, Swedish, Japanese, Korean",7,2013-11-15,2013,1740
"Project CARS 2",0.55,0.1,0.35,0.02,0.08,82,61,"PlayStation 4",1,0,"Namco Bandai Games  ","Slightly Mad Studios  ",300,"Racing",0,0,1,0,0,0,0,0,0,0,59.99,2017-09-22,1,1,0,0,"E",1,0,0,0,0,0,1000474,"English, French, Italian, German, Japanese, Korean, Polish, Russian",8,2013-11-15,2013,1407
"Call of Duty: World at War",7.5,4.88,1.91,NA,0.71,84,76,"Xbox 360",1,0,"Activision  ","Treyarch  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,19.99,2008-11-10,1,1,1,0,"M",0,0,1,0,0,0,1001399,"English, French, Italian, German",4,2005-11-22,2005,1084
"Call of Duty: World at War",5.43,2.75,1.84,NA,0.84,85,76,"PlayStation 3",1,0,"Activision  ","Treyarch  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,19.99,2008-11-10,1,1,1,0,"M",0,0,1,0,0,0,1001399,"English, French, Italian, German",4,2006-11-11,2006,730
"Call of Duty: World at War",1.94,1.17,0.58,NA,0.18,83,76,"Wii",1,0,"Activision  ","EXAKT Entertainment  ",619,"Shooter",1,0,0,0,0,0,0,0,0,0,19.99,2008-11-10,1,1,1,0,"M",0,0,1,0,0,0,1001399,"English, French, Italian, German",4,2006-11-19,2006,722
"Undertale",0.01,NA,NA,0.01,NA,92,66,"PlayStation 4",1,0,"Toby Fox  ","Toby Fox  ",1,"Role-Playing",0,0,0,1,0,0,0,0,0,0,9.99,2017-08-15,1,0,0,0,"E10+",1,0,0,0,1,0,1008099,"English, Japanese",2,2013-11-15,2013,1369
"Pillars of Eternity II: Deadfire",0,NA,0,NA,NA,88,77,"PC",0,1,"Versus Evil  ","Obsidian Entertainment  ",12,"Role-Playing",0,0,0,1,0,0,0,0,0,1,39.99,2018-05-08,1,0,0,0,"M",0,0,1,0,0,0,91840,"English, French, Italian, German, Polish, Russian",6,1962-01-01,1962,20581
"Street Fighter V",1.39,0.64,0.42,0.12,0.22,77,36,"PlayStation 4",1,0,"Capcom  ","Capcom  ",549,"Fighting",1,0,0,0,0,0,0,0,0,1,19.99,2016-02-16,1,1,0,1,"T",0,1,0,0,0,0,1000924,"English, French, Italian, German, Arabic, Japanese, Korean, Polish, Russian",9,2013-11-15,2013,823
"Mass Effect: Andromeda",0.78,0.5,0.2,NA,0.07,76,49,"Xbox One",1,0,"Electronic Arts  ","BioWare Corp.  ",761,"Role-Playing",0,0,0,1,0,0,0,0,0,1,29.99,2017-03-21,1,1,0,1,"M",0,0,1,0,0,0,819897,"English, French, Italian, German, Polish, Russian",6,2013-11-22,2013,1215
"Mass Effect: Andromeda",0.13,0.04,0.08,NA,0.01,72,49,"PC",0,1,"Electronic Arts  ","BioWare Corp.  ",761,"Role-Playing",0,0,0,1,0,0,0,0,0,1,29.99,2017-03-21,1,1,0,1,"M",0,0,1,0,0,0,819897,"English, French, Italian, German, Polish, Russian",6,1962-01-01,1962,20168
"Mass Effect: Andromeda",1.49,0.58,0.67,NA,0.25,71,49,"PlayStation 4",1,0,"Electronic Arts  ","BioWare Corp.  ",761,"Role-Playing",0,0,0,1,0,0,0,0,0,1,29.99,2017-03-21,1,1,0,1,"M",0,0,1,0,0,0,819897,"English, French, Italian, German, Polish, Russian",6,2013-11-15,2013,1222
"Earth Defense Force 5",0.24,NA,NA,0.24,NA,72,71,"PlayStation 4",1,0,"D3 Publisher  ","Sandlot  ",350,"Shooter",1,0,0,0,0,0,0,0,0,1,59.99,2018-12-11,0,1,1,1,"M",0,0,1,0,0,0,349131,"English, Japanese, Korean",3,2013-11-15,2013,1852
"Spyro Reignited Trilogy",2.17,0.75,1.07,NA,0.35,82,83,"PlayStation 4",1,0,"Activision  ","Toys for Bob  ",619,"Platform",1,0,0,0,0,0,0,0,0,0,39.99,2018-11-13,1,0,0,1,"E10+",1,0,0,0,0,0,400681,"English, French, Italian, German, Arabic, Danish, Dutch, Finnish, Norwegian, Polish, Swedish",11,2013-11-15,2013,1824
"Spyro Reignited Trilogy",0.65,0.36,0.24,NA,0.06,83,69,"Xbox One",1,0,"Activision  ","Toys for Bob  ",619,"Platform",1,0,0,0,0,0,0,0,0,0,39.99,2018-11-13,1,0,0,1,"E10+",1,0,0,0,0,0,400681,"English, French, Italian, German, Arabic, Danish, Dutch, Finnish, Norwegian, Polish, Swedish",11,2013-11-22,2013,1817
"SoulCalibur VI",0.71,0.44,0.11,0.04,0.12,84,63,"PlayStation 4",1,0,"Bandai Namco Games  ","Project Soul  ",36,"Fighting",1,0,0,0,0,0,0,0,0,1,59.99,2018-10-19,1,1,0,1,"T",0,1,0,0,0,0,749407,"English, French, Italian, German, Japanese, Korean, Russian",7,2013-11-15,2013,1799
"SoulCalibur VI",0.3,0.26,0.01,NA,0.03,84,46,"Xbox One",1,0,"Bandai Namco Games  ","Project Soul  ",36,"Fighting",1,0,0,0,0,0,0,0,0,1,59.99,2018-10-19,1,1,0,1,"T",0,1,0,0,0,0,749407,"English, French, Italian, German, Japanese, Korean, Russian",7,2013-11-22,2013,1792
"The Crew 2",0.33,0.2,0.1,NA,0.03,69,51,"Xbox One",1,0,"Ubisoft  ","Ivory Tower  ",802,"Racing",0,0,1,0,0,0,0,0,0,0,NA,2018-06-26,1,1,1,1,"T",0,1,0,0,0,0,1006359,"English, French, Italian, German, Arabic, Dutch, Japanese, Korean, Polish, Russian",10,2013-11-22,2013,1677
"The Crew 2",0.82,0.22,0.42,0.05,0.12,64,50,"PlayStation 4",1,0,"Ubisoft  ","Ivory Tower  ",802,"Racing",0,0,1,0,0,0,0,0,0,0,NA,2018-06-26,1,1,1,1,"T",0,1,0,0,0,0,1006359,"English, French, Italian, German, Arabic, Dutch, Japanese, Korean, Polish, Russian",10,2013-11-15,2013,1684
"Danganronpa V3: Killing Harmony",0.25,0.09,0.05,0.07,0.03,81,79,"PlayStation 4",1,0,"NIS America  ","Spike Chunsoft  ",118,"Adventure",0,1,0,0,0,0,0,0,0,1,39.99,2017-09-26,1,0,0,1,"M",0,0,1,0,0,0,153897,"English, French, Japanese",3,2013-11-15,2013,1411
"The Escapists 2",0.24,0.04,0.16,NA,0.04,76,70,"PlayStation 4",1,0,"Sold Out  ","Team17 Software  ",4,"Action",1,0,0,0,0,0,0,0,0,1,19.99,2017-08-22,1,1,1,1,"T",0,1,0,0,1,0,912211,"English, French, German, Russian, Italian",5,2013-11-15,2013,1376
"Dishonored 2",0.26,0.08,0.17,NA,0.02,86,68,"PC",0,1,"Bethesda Softworks  ","Arkane Studios  ",82,"Action",1,0,0,0,0,0,0,0,0,0,39.99,2016-11-10,1,0,0,1,"M",0,0,1,0,0,0,1001880,"English, French, Italian, German, Polish, Russian, Japanese",7,1962-01-01,1962,20037
"Dishonored 2",1.97,0.62,1.02,0.01,0.31,88,79,"PlayStation 4",1,0,"Bethesda Softworks  ","Arkane Studios  ",82,"Action",1,0,0,0,0,0,0,0,0,0,39.99,2016-11-10,1,0,0,1,"M",0,0,1,0,0,0,1001880,"English, French, Italian, German, Polish, Russian, Japanese",7,2013-11-15,2013,1091
"Batman: Arkham Knight",1.58,0.97,0.46,NA,0.14,85,68,"Xbox One",1,0,"Warner Bros. Interactive Entertainment  ","Rocksteady Studios  ",62,"Action",1,0,0,0,0,0,0,0,0,0,19.99,2015-06-23,1,0,0,1,"M",0,0,1,0,0,0,1002260,"English, French, Italian, German, Korean, Polish, Russian",7,2013-11-22,2013,578
"Batman: Arkham Knight",4.11,1.65,1.68,0.11,0.66,87,78,"PlayStation 4",1,0,"Warner Bros. Interactive  ","Rocksteady Studios  ",62,"Action",1,0,0,0,0,0,0,0,0,0,19.99,2015-06-23,1,0,0,1,"M",0,0,1,0,0,0,1002260,"English, French, Italian, German, Korean, Polish, Russian",7,2013-11-15,2013,585
"Battlefield 1",7.26,2.2,3.65,0.29,1.12,89,79,"PlayStation 4",1,0,"Electronic Arts  ","EA DICE  ",761,"Shooter",1,0,0,0,0,0,0,0,0,1,39.99,2016-10-18,1,1,0,1,"M",0,0,1,0,0,0,1001870,"English, French, Italian, German, Polish, Russian, Arabic, Japanese, Turkish",9,2013-11-15,2013,1068
"Battlefield 1",5.13,3.37,1.26,0.02,0.48,87,76,"Xbox One",1,0,"Electronic Arts  ","EA DICE  ",761,"Shooter",1,0,0,0,0,0,0,0,0,1,39.99,2016-10-18,1,1,0,1,"M",0,0,1,0,0,0,1001870,"English, French, Italian, German, Polish, Russian, Arabic, Japanese, Turkish",9,2013-11-22,2013,1061
"Dark Souls II: Scholar of the First Sin",0.28,0.19,0.07,NA,0.03,89,77,"Xbox One",1,0,"Namco Bandai Games  ","From Software  ",300,"Role-Playing",0,0,0,1,0,0,0,0,0,1,39.99,2015-04-07,1,1,1,1,"T",0,1,0,0,0,0,510204,"English, French, Italian, German, Polish, Russian, Korean",7,2013-11-22,2013,501
"Dark Souls II: Scholar of the First Sin",0.69,0.27,0.23,0.09,0.1,87,80,"PlayStation 4",1,0,"Namco Bandai Games  ","From Software  ",300,"Role-Playing",0,0,0,1,0,0,0,0,0,1,39.99,2015-04-07,1,1,1,1,"T",0,1,0,0,0,0,510204,"English, French, Italian, German, Polish, Russian, Korean",7,2013-11-15,2013,508
"Crysis 3",0.91,0.26,0.48,0.03,0.14,77,64,"PlayStation 3",1,0,"Electronic Arts  ","Crytek  ",761,"Shooter",1,0,0,0,0,0,0,0,0,0,29.99,2013-02-19,1,1,0,1,"M",0,0,1,0,0,0,1001043,"English, French, Italian, German, Japanese, Polish, Russian, Turkish",8,2006-11-11,2006,2292
